,smiles,prediction_neglogld50,actual_neglogld50,prediction_epa,actual_epa,prediction_epa_from_neglog
284,C1C2CC3CC1CC(C2)C3,1.5287542,1.134298259,2,3,2
285,C1C2CC3OC3C2CC2OC12,1.4777853,1.801,3,2,3
286,C1C2OC2C2C1C1CC2C2OC12,1.5402625,2.8931644380000003,2,1,2
287,C1CC(C2CO2)OCC1C1CO1,1.574518,2.009,2,2,2
288,C1CC2C3CCC(C3)C2C1,1.0651104,1.134254832,3,3,3
289,C1CC2CC1C1SSSC21,2.4767225,2.802449879,2,1,2
290,C1CC2CC1CC2CNCC1CC2CCC1C2,1.6518724,2.219,3,2,3
291,C1CC2OC2C1OC1CCC2OC12,2.496328,1.861,2,2,2
292,C1CC2OC2CC1C1CO1,1.5079727,1.754875328,2,2,2
293,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,1.8113059,2.110818267,2,2,2
294,C1CCC(CNC2=NCCS2)CC1,1.8541669,3.598429356,2,1,2
295,C1CCC(N2CCOCC2)CC1,1.4473761,2.97815486,3,1,3
296,C1CCC(NC2CCCCC2)CC1,1.5702518,2.292311163,2,2,2
297,C1CCC(OC2CCCC2)C1,1.5407733,2.548,2,1,2
298,C1CCC2=NCCCN2CC1,1.6955397,2.531253614,2,1,2
299,C1CCC2CCCCC2C1,1.2969713,1.51981323,3,2,3
300,C1CCC2OC2C1,1.4942107,1.968,2,2,2
301,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,1.4687625,3.325615941,3,1,3
302,C1CCC2OCCOCCOCCOC3CCCCC3OCCOCCOCCOC2C1,1.4767573,3.788270213,3,1,3
303,C1CCCC1,1.4954991,0.885083648,2,3,2
304,C1CCCCC1,1.2229263,0.934333356,3,3,3
305,C1CCCCCC2=C(CCCC1)CCCO2,1.329033,1.907589512,3,2,3
306,C1CCCCCCCCCCC1,1.5576257,1.299906522,2,3,2
307,C1CCCNCC1,1.3252411,3.680440622,2,0,2
308,C1CCN2CC3CC(CC2C1)N1CCCCC31,2.462106,2.387662287,2,2,2
309,C1CCN2CC3CC(CN4CCCCC34)C2C1,1.3814602,2.387662287,3,2,3
310,C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@@H]34)[C@H]2C1,1.3840057,2.387662287,3,2,3
311,C1CCNC1,1.3853884,2.289717203,2,1,2
312,C1CCNCC1,1.4582218,2.280849794,2,1,2
313,C1CCOC1,1.4474432,1.6404934830000002,2,2,2
314,C1CCSC1,1.3851836,1.67817374,2,2,2
315,C1CCc2c(OCCN3CCOCC3)n[nH]c2C1,2.02058,2.196124349,2,2,2
316,C1CCc2nnnn2CC1,1.5526211,2.994298294,2,1,2
317,C1CN(CCOCCN2CCOCC2)CCO1,1.6855438,1.985208613,3,2,3
318,C1CN(SSN2CCOCC2)CCO1,2.341217,1.678972457,2,2,2
319,C1CN(SSSSN2CCOCC2)CCO1,2.7754457,1.796597458,2,2,2
320,C1CN1,1.3961583,3.634164788,2,0,2
321,C1CN1P1(N2CC2)=NP(N2CC2)(N2CC2)=NP(N2CC2)(N2CC2)=N1,4.1298747,3.596831513,0,1,0
322,C1CN1c1nc(N2CC2)nc(N2CC2)n1,2.9648504,4.19619107,1,0,1
323,C1CN2CCC1CC2,1.5823405,3.136501889,2,1,2
324,C1CN2CCN1CC2,1.8977079,1.779221114,2,2,2
325,C1CNCCN1,1.4580629,1.244998704,2,2,2
326,C1CNCCNC1,1.381818,1.54892956,2,2,2
327,C1CO1,1.4882182,2.340779432,2,1,2
328,C1COC(NC(C2CC2)C2CC2)=N1,2.3219843,2.786055667,2,1,2
329,C1COC(OCC2CO2)C(OCC2CO2)O1,1.6375605,2.337,3,2,3
330,C1COCCN1,1.2530959,1.279262359,2,2,2
331,C1COCCO1,1.2426082,1.27522387,3,2,3
332,C1COCCOCCNCCOCCOCCN1,1.6544087,1.887402151,3,2,3
333,C1COCCOCCOCCO1,1.2914864,1.794249045,3,2,3
334,C1COCCOCCOCCOCCO1,1.3178785,2.193726381,3,2,3
335,C1COCCOCCOCCOCCOCCO1,1.6106405,2.7019674360000003,3,2,3
336,C1COCO1,1.4504217,1.2502886999999998,2,2,2
337,C1CS1,1.6271924,2.5286061930000003,2,1,2
338,C1CSCCO1,1.4627316,1.565972905,2,2,2
339,C1CSCCS1,1.7609613,1.637890106,2,2,2
340,C1C[SiH2]C1,1.5012282,1.671196308,2,2,2
341,C1N2CN3CN1CN(C2)C3,2.0932407,1.146673608,2,3,2
342,C1NNCN2CNNCN12,2.2683966,2.560120539,2,1,2
343,C1OC1C1CO1,1.2620078,3.042858105,2,1,2
344,C1OC1CSCC1CO1,1.515885,3.659830069,2,0,2
345,C1OCC(COCC2COCO2)O1,1.5877554,1.567560557,2,3,2
346,C=C(C#N)C(=O)OC,2.8020937,1.6512623780000002,1,2,1
347,C=C(C#N)C(=O)OCC,1.8225585,1.342544177,2,3,2
348,C=C(C#N)C(=O)OCCOC,2.3051822,1.394810679,2,3,2
349,C=C(C#N)CCO,1.6873775,2.399,2,1,2
350,C=C(C#N)OC(C)=O,2.4364681,3.045714059,1,1,1
351,C=C(C)/C=N/OC(=O)NC,1.9850068,2.977,2,1,2
352,C=C(C)C,1.4170809,1.447994793,2,2,2
353,C=C(C)C#N,2.2496598,2.693125357,1,1,1
354,C=C(C)C(=O)CC,1.3496908,2.369654156,2,1,2
355,C=C(C)C(=O)NC(C)C,1.5598264,1.664952133,2,2,2
356,C=C(C)C(=O)NCCC[N+](C)(C)C,1.8065112,1.39192534,2,3,2
357,C=C(C)C(=O)NCO,1.5286357,2.093180335,2,2,2
358,C=C(C)C(=O)Nc1ccc(Cl)c(Cl)c1,2.00558,2.106632789,2,2,2
359,C=C(C)C(=O)Nc1ccc(O)cc1,1.7814406,2.203148091,2,2,2
360,C=C(C)C(=O)O,1.4857427,1.909646843,2,2,2
361,C=C(C)C(=O)OC,1.544209,1.104422742,2,3,2
362,C=C(C)C(=O)OC(=O)COC(C)C,1.6028292,1.315753494,2,3,2
363,C=C(C)C(=O)OC(C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.7793374,2.33463065,1,2,1
364,C=C(C)C(=O)OC=C(C)C,2.80617,1.446,1,3,1
365,C=C(C)C(=O)OCC,2.1265943,1.05740966,2,3,2
366,C=C(C)C(=O)OCC(=O)OC(C)C,1.8147649,1.3159999999999998,2,3,2
367,C=C(C)C(=O)OCC(=O)OCC,1.3546077,1.339456486,3,3,3
368,C=C(C)C(=O)OCC(C)C,1.5211833,1.171074881,2,3,2
369,C=C(C)C(=O)OCC(C)O,1.6709439,1.1096568759999998,2,3,2
370,C=C(C)C(=O)OCC(CC)(COC(=O)C(=C)C)COC(=O)C(=C)C,2.2112,1.98536231,2,2,2
371,C=C(C)C(=O)OCC(CC)CCCC,1.6403741,1.75326781,2,2,2
372,C=C(C)C(=O)OCC(CCCC)CCCCCC,1.6224488,1.4054975790000002,3,3,3
373,C=C(C)C(=O)OCC1CCC2OC2C1,1.5920728,1.894860805,3,2,3
374,C=C(C)C(=O)OCC1CO1,1.6768495,2.485306132,2,1,2
375,C=C(C)C(=O)OCCC#N,2.0452914,1.27821401,2,3,2
376,C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.4051514,2.140810624,1,2,1
377,C=C(C)C(=O)OCCCC,1.626306,1.152850061,2,3,2
378,C=C(C)C(=O)OCCCCCCCCCCCC,1.6966927,1.463483322,3,3,3
379,C=C(C)C(=O)OCCCCOC(=O)C(=C)C,2.0081267,1.354587388,2,3,2
380,C=C(C)C(=O)OCCC[Si](OC)(OC)OC,1.3726342,1.395022486,3,3,3
381,C=C(C)C(=O)OCCCl,1.6953967,2.870956664,2,1,2
382,C=C(C)C(=O)OCCN(C)C,1.7683215,1.864656411,2,2,2
383,C=C(C)C(=O)OCCN(CC)CC,2.2698517,1.596069981,2,2,2
384,C=C(C)C(=O)OCCN(CCOC(=O)C(=C)C)CCOC(=O)C(=C)C,2.5011358,1.548241551,2,3,2
385,C=C(C)C(=O)OCCN=C=O,1.7380224,2.024626207,2,2,2
386,C=C(C)C(=O)OCCNC(C)(C)C,1.6527133,2.121670033,2,2,2
387,C=C(C)C(=O)OCCO,1.3257334,1.279110813,3,3,3
388,C=C(C)C(=O)OCCOC(=O)C(=C)C,1.7635195,1.539595236,2,3,2
389,C=C(C)C(=O)OCCOC(=O)CC(C)=O,1.3671483,1.534904434,3,3,3
390,C=C(C)C(=O)OCCOC(=O)Oc1ccc(C(C)(C)c2ccc(OC(=O)OCCOC(=O)C(=C)C)cc2)cc1,2.2659225,2.188779879,2,2,2
391,C=C(C)C(=O)OCCOC(=O)c1ccc2c(c1)C(=O)OC2=O,1.8631351,1.939168252,2,2,2
392,C=C(C)C(=O)OCCOCCOCCCC,1.3499064,1.922810891,3,2,3
393,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,2.0250568,1.456814325,2,3,2
394,C=C(C)C(=O)OCCOCCOCCOCC,1.962431,1.893021298,2,2,2
395,C=C(C)C(=O)OCCSCC,2.4468915,1.371978451,2,3,2
396,C=C(C)C(=O)OCCSCCCC,1.691924,1.5817608,2,3,2
397,C=C(C)C(=O)OCC[N+](C)(C)C,1.8421706,1.935124192,2,2,2
398,C=C(C)C(=O)OCCc1ccccc1,2.4054277,1.40424514,2,3,2
399,C=C(C)C(=O)OC[Si]12OCCN(CCO1)CCO2,1.6928607,1.536369426,3,3,3
400,C=C(C)C(=O)OCc1ccccc1,1.4869369,1.580180574,3,2,3
401,C=C(C)C(=O)O[Si](C(C)C)(C(C)C)C(C)C,1.6423788,1.889745297,3,2,3
402,C=C(C)C(C)(C)Cc1ccc(Nc2ccc(CC(C)(C)C(=C)C)cc2)cc1,2.0284553,1.683134729,2,3,2
403,C=C(C)C(C)=O,1.3995878,2.6696164330000003,2,1,2
404,C=C(C)C(CC=C(C)C)COC(=O)C=C(C)C,2.511122,1.498503531,2,3,2
405,C=C(C)C(N)=O,1.5220088,1.684200823,2,2,2
406,C=C(C)C(OC(C)=O)OC(C)=O,1.8038235,2.576,2,1,2
407,C=C(C)C1CC=C(/C=N/O)CC1,2.327748,1.82,2,2,2
408,C=C(C)C1CC=C(C)C(=O)C1,1.3876094,1.46492342,3,3,3
409,C=C(C)C1CC=C(C)C(O)C1,1.9947374,1.705398962,2,2,2
410,C=C(C)C1CC=C(C)CC1,1.4176191,1.462200402,3,2,3
411,C=C(C)C1CC=C(CN=O)CC1,2.1573732,1.820164664,2,2,2
412,C=C(C)C1CC=C(CO)CC1,1.5436996,1.860300922,2,2,2
413,C=C(C)C1CCC(C)(OP(=S)(OC)OC)CC1,2.914462,2.745627462,1,2,1
414,C=C(C)C1CCC(C)=C1CC(C)(C)CO,1.3701949,1.6198130780000002,3,3,3
415,C=C(C)C1CCC(C)=C1CC(C)(C)COC(=O)CC,1.7341268,1.54721497,2,3,2
416,C=C(C)C1CCC(C)C(=O)C1,1.4748676,1.307458954,3,3,3
417,C=C(C)C1CCC(C)C(O)C1,1.9288824,1.313172356,2,3,2
418,C=C(C)C1CCC(C)C(OC(C)=O)C1,1.5625073,1.4178369119999998,3,3,3
419,C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,2.614291,4.016178635,2,0,2
420,C=C(C)C=O,1.4159182,2.6995342210000004,2,1,2
421,C=C(C)CC#N,1.6835774,2.176723475,2,2,2
422,C=C(C)CC1CCCCCCCCCCC1=O,1.3476386,1.934155045,3,2,3
423,C=C(C)CCCC(C)CCOC(=O)CC,1.6705996,1.451956232,2,3,2
424,C=C(C)CCCC(C)CCOC(=O)Cc1ccccc1,1.7794235,1.5633291740000002,2,3,2
425,C=C(C)CCCC(C)CCOC(C)=O,1.66061,1.422274591,2,3,2
426,C=C(C)CCC[C@H](C)CCOC(=O)Cc1ccccc1,2.1858091,1.739420433,2,3,2
427,C=C(C)CCO,1.5036306,1.199575716,2,3,2
428,C=C(C)CCl,1.3463789,2.028506991,2,2,2
429,C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],2.7110882,1.580782956,2,3,2
430,C=C(C)CN1C(=N)CC(=O)N(C)C1=O,1.8003141,2.097404159,2,2,2
431,C=C(C)CNCC,1.5451379,3.297440963,2,0,2
432,C=C(C)CNc1ccc(C(C)C(=O)O)cc1,1.9976315,2.600644255,2,2,2
433,C=C(C)COCCC=CCC,1.6014516,1.748743029,2,2,2
434,C=C(C)Cn1c(N)cc(=O)n(C)c1=O,2.150064,2.097404159,2,2,2
435,C=C(C)OC(C)=O,1.5965406,1.488624467,2,2,2
436,C=C(C)[C@@H]1CC=C(C)C(=O)C1,1.3838652,1.962,3,2,3
437,C=C(C)[C@@H]1CC[C@@H](C)C[C@H]1O,1.5519656,2.216,2,2,2
438,C=C(C)[C@H]1CC=C(C)C(=O)C1,1.4491842,1.962,3,2,3
439,C=C(C)[C@H]1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,2.6145463,3.818,2,1,2
440,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.5231817,4.198022223,1,0,1
441,C=C(C)c1ccc(C(C)(C)N=C=O)cc1,2.2739854,1.660324212,2,2,2
442,C=C(C)c1cccc(C(=C)C)c1,1.8809102,1.4033777530000002,2,3,2
443,C=C(C)c1cccc(C(C)(C)N=C=O)c1,2.5670629,1.812415195,2,2,2
444,C=C(C)c1ccccc1,1.7321814,1.382344231,2,2,2
445,C=C(C=CC)C1=C(C)CCCC1(C)C,1.4107699,1.814124396,3,2,3
446,C=C(C=CCC(O)C(O)C(O)CC=CC=CC(O)CC1OC(CC(O)C(O)CC2OC(C(O)C(O)CCC(O)C=CC(C)C(O)CC3(O)OC(CC(O)CCCCCCCC45CC(C)CC(C)(O4)C(CC(C)CCCCCC(O)C(O)C(O)C(O)C(O)C4OC(CC(O)C(O)C(C)=CC(O)CC(C)C(O)C(=O)N=CCC(=O)NCCCO)C(O)C(O)C4O)O5)C(O)C(O)C3O)CC(O)C2O)C(O)C(O)C1O)CCC(O)C(O)C(O)C(C)CC1OC(C=CC(O)C(O)CC2CC3CC(O2)C(CCC2OC(CN)CC2O)O3)C(O)C(O)C1O,0.7238063,7.82610235,3,0,3
447,C=C(CC(=O)c1ccc(-c2ccccc2Cl)cc1)C(=O)O,1.7388216,2.097981398,3,2,3
448,C=C(CC(C)(C)c1ccccc1)c1ccccc1,1.6046116,2.135273239,3,2,3
449,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,2.6020896,2.481644679,2,2,2
450,C=C(CC)CCCC(C)COC(C)=O,1.3192598,1.422274591,3,3,3
451,C=C(CCC)C1C(C=C(C)C)C1(C)C,1.6092595,1.869109811,2,2,2
452,C=C(CCl)CCl,1.826971,2.920811805,2,1,2
453,C=C(CO)C(=O)OCC,1.5184255,2.322029124,2,2,2
454,C=C(Cl)C#N,2.636387,3.544112712,1,0,1
455,C=C(Cl)C(=O)Nc1ccc(OC)cc1,2.6501358,3.411800317,1,1,1
456,C=C(Cl)C(=O)OC,2.2187848,3.24860426,2,1,2
457,C=C(Cl)C(Cl)=C(Cl)Cl,2.3948202,2.658729507,2,1,2
458,C=C(Cl)C(Cl)CCl,1.5625372,2.669851078,2,1,2
459,C=C(Cl)C(OC(C)=O)OC(C)=O,3.4317412,2.779501795,1,1,1
460,C=C(Cl)CCl,1.4947021,2.540059521,2,1,2
461,C=C(Cl)COP(C)(=S)Oc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,3.6638024,3.273801952,1,1,1
462,C=C(Cl)COP(C)(=S)Oc1ccc([N+](=O)[O-])cc1,2.831975,3.982970461,1,0,1
463,C=C(Cl)CSC(=S)N(CC)CC,2.6964123,2.420429513,1,2,1
464,C=C(Cl)Cl,2.3334253,1.889610922,1,2,1
465,C=C(Cl)c1ccc([N+](=O)[O-])cc1,1.9014663,2.412600135,2,2,2
466,C=C(F)C(=O)OCC(F)(F)C(F)F,2.4174006,3.531678987,2,1,2
467,C=C(F)CCl,1.5059208,2.528,2,1,2
468,C=C(F)CO,1.4429209,2.767270064,2,1,2
469,C=C(O)C(=O)O,1.4835446,0.944788545,2,3,2
470,C=C(O)CC(c1ccccc1)c1c(O)oc2ccccc2c1=O,2.1201236,4.472,2,0,2
471,C=C(OCC)C1C(C)(C)CC(=O)CC1(C)C,1.9567167,1.722423354,2,2,2
472,C=C(OP(=O)(OC)OC)P(=O)(OC)OC,4.1050925,2.957290179,0,1,0
473,C=C(OP(=O)(OC)OC)P(=O)(OCC)OCC,3.7169929,3.284,1,1,1
474,C=C(OP(=O)(OC)OC)c1ccc(Cl)cc1Cl,2.9717433,2.101612015,1,2,1
475,C=C(OP(=O)(OCC)OCC)P(=O)(OC)OC,3.309326,3.221607185,1,1,1
476,C=C(OP(=O)(OCC)OCC)c1ccc(Cl)cc1Cl,2.796714,2.327362942,2,2,2
477,C=C(c1ccccc1)c1ccccc1,1.534074,1.816384683,3,2,3
478,C=C(c1ccccc1OCc1cccc(Cl)c1)n1ccnc1,2.3132896,1.948390608,2,2,2
479,C=C/C(C)=C\CCC(C)(C)O,1.5629357,1.958,2,2,2
480,C=C/C=C/C=C,1.5831028,2.582,2,1,2
481,C=C/C=C/C=C/CCCCC,1.5902182,1.298,2,3,2
482,C=C/C=C/CC1=C(C)C(OC(=O)C2C(/C=C(\C)C(=O)OC)C2(C)C)CC1=O,2.060291,3.27,2,1,2
483,C=C/C=C/OC,1.4721038,1.675,2,2,2
484,C=C/C=C/OC(C)=O,1.551853,2.198,2,2,2
485,C=C/C=C\CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](/C=C(\C)C(=O)OC)C2(C)C)CC1=O,2.044781,3.270050809,2,1,2
486,C=C/C=C\CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O,2.5982294,3.1014985630000003,2,1,2
487,C=C/C=N\Nc1ccccc1,1.5901092,2.32,2,2,2
488,C=C1/C(=C/C=C2/CCC[C@@]3(C)C2CCC3[C@H](C)CCCC(C)C)C[C@@H](O)C[C@@H]1O,2.016625,6.071000000000001,2,0,2
489,C=C1/C(=C\C=C2/CCCC3(C)C2CCC3C(C)/C=C/C(C)C(C)C)CC(O)CC1O,1.9808325,5.072,2,0,2
490,C=C1/C(=C\C=C2/CCCC3(C)C2CCC3C(C)CCC(O)C(C)C)CC(O)CC1O,1.7073753,5.104,3,0,3
491,C=C1/C(=C\C=C2/CCCC3(C)C2CCC3C(C)CCCC(C)C)CC(O)CC1O,2.1133795,3.071,2,1,2
492,C=C1/C(=C\C=C2/CCCC3(C)C2CCC3C(C)CCCC(O)(C(F)(F)F)C(F)(F)F)CC(O)CC1O,2.9521666,7.1,2,0,2
493,C=C1/C(=C\C=C2/CCC[C@@]3(C)C2CCC3[C@H](C)CCCC(C)(C)O)C[C@@H](O)C[C@@H]1O,2.030527,5.827000000000001,2,0,2
494,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,1.6773984,5.827375527,3,0,3
495,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,1.6434077,6.071282977999999,3,0,3
496,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(C)C(C)C)CC(O)CC1O,1.9808325,5.071522225,2,0,2
497,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)C(C)C)CC(O)CC1O,1.8382018,5.1040258000000005,3,0,3
498,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O,2.6524963,5.827375527,2,0,2
499,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)C)CC(O)CC1O,2.1133795,6.071282977999999,2,0,2
500,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(O)(C(F)(F)F)C(F)(F)F)CC(O)CC1O,2.4860115,7.117756705,2,0,2
501,C=C1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(=O)O)C(C)C(=O)NC(CCCNC(=N)N)C(=O)NC(C=CC(C)=CC(C)C(Cc2ccccc2)OC)C(C)C(=O)NC(C(=O)O)CCC(=O)N1C,3.101634,5.298935563,2,0,2
502,C=C1C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](Cc2ccccc2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C,4.797881,5.298935563,0,0,0
503,C=C1C(=O)OC2CC(C)C3C=CC(=O)C3(C)C(O)C12,1.8419116,3.3218965560000004,2,1,2
504,C=C1C(=O)O[C@@H]2C[C@@H](C)[C@@H]3C=CC(=O)[C@@]3(C)[C@@H](O)[C@H]12,2.132803,3.3218965560000004,2,1,2
505,C=C1C(C)(C)C2(Cl)C(Cl)(Cl)C(Cl)(Cl)C1(Cl)C2(Cl)Cl,3.7234793,4.012624242,1,0,1
506,C=C1C/C(=C/C)C(=O)O[C@@H]2CCN3CC=C(COC(=O)[C@]1(C)O)C23,2.666234,3.636,2,1,2
507,C=C1C/C(=C/C)C(=O)O[C@@H]2CCN3CC=C(COC(=O)[C@]1(C)O)[C@H]23,2.6537852,3.636454028,2,1,2
508,C=C1C2CCC(C2)C1(C)C,1.6485415,1.435328255,2,3,2
509,C=C1C2CCC3C2C(C)(C)CCCC13C,1.7208325,1.51444002,2,3,2
510,C=C1CC(=CC)C(=O)OC2CCN3CC=C(COC(=O)C1(C)O)C23,2.756019,3.636454028,2,1,2
511,C=C1CC(=O)N(c2cccc([N+](=O)[O-])c2)C1=O,1.9350549,1.968,2,2,2
512,C=C1CC(=O)O1,2.916441,2.139,1,2,1
513,C=C1CC(C)C2C3Cc4ccc(O)cc4C2(CCN3CC2CCC2)C1,1.8948138,2.653221521,2,2,2
514,C=C1CC1CC(N)C(=O)O,1.4475704,3.158516339,3,1,3
515,C=C1CC23CC1(O)CCC2C12C=CC(O)C(C)(C(=O)O1)C2C3C(=O)O,1.8988891,1.740211005,2,3,2
516,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C,2.6238933,4.598417313000001,2,0,2
517,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCC(O)C(C)(C)O,2.1867387,4.619767217,2,0,2
518,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)C,2.4625924,3.961814188,2,0,2
519,C=C1CCC23CC1C(C)(C)C2C(O)CC3C,1.7240638,1.468063617,2,3,2
520,C=C1CCC2CC1C2(C)C,1.3528199,1.462200402,3,2,3
521,C=C1CCC2OC2(C)CCC2C1CC2(C)C,1.784019,1.468063617,2,3,2
522,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)C1CCC2[C@H](C)CCCC(C)C,1.9942012,3.962,2,0,2
523,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)C1CC[C@H]2[C@H](C)/C=C/[C@H](C)C(C)C,2.674583,4.598,2,0,2
524,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CC[C@@H](O)C(C)(C)O)CC[C@@H]12,2.1427927,4.619767217,2,0,2
525,C=C1CC[C@H](O)C/C1=C\C=C1/CCC[C@]2(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]12,1.6772456,4.598417313000001,3,0,3
526,C=C1C[C@]23C[C@@]1(O)CCC2[C@@]12C=C[C@H](O)[C@@](C)(C(=O)O1)C2[C@@H]3C(=O)O,2.0197084,1.74,2,3,2
527,C=C1c2c(Cl)ccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(N(C)C)C3C(O)C12,2.472929,2.377152002,2,2,2
528,C=C1c2c(Cl)ccc(O)c2C(=O)C2C(=O)C3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C3C(O)C12,3.9551926,2.134331047,1,2,1
529,C=C1c2c(Cl)ccc(O)c2C(O)=C2C(=O)C3(O)C(=O)/C(=C(/N)O)C(=O)C(N(C)C)C3C(O)C12,2.5363019,2.377369095,2,2,2
530,C=C1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)/C(=C(/N)O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,2.7620366,2.344808682,2,2,2
531,C=CBr,2.0878136,2.330210785,2,1,2
532,C=CC,1.4467279,0.925116047,2,3,2
533,C=CC#CC(C)(C)O,1.8477392,2.263856907,2,2,2
534,C=CC#N,2.326895,2.770557475,1,1,1
535,C=CC(=C)C,1.3922962,1.5055007740000002,2,2,2
536,C=CC(=C)CC/C=C(\C)CCC=C(C)C,1.7837735,1.611419514,2,3,2
537,C=CC(=C)CCC=C(C)C,1.565959,1.275580645,2,3,2
538,C=CC(=C)CCC=C(C)CCC=C(C)C,1.6871687,1.51444002,2,3,2
539,C=CC(=C)CCCC(C)(C)O,1.6169909,1.764553668,2,2,2
540,C=CC(=C)CCCC(C)(C)OC(C)=O,1.6512084,1.493557626,2,3,2
541,C=CC(=C)Cl,1.4507765,2.399350097,2,1,2
542,C=CC(=O)N(C)C,1.8634039,2.496531167,2,1,2
543,C=CC(=O)N(CC)CC,2.1611955,2.234038818,2,2,2
544,C=CC(=O)N1CN(C(=O)C=C)CN(C(=O)C=C)C1,3.833935,2.852601969,0,1,0
545,C=CC(=O)NC,1.847402,2.252353226,2,1,2
546,C=CC(=O)NC(C)(C)CC(C)=O,1.5829808,2.01501061,2,2,2
547,C=CC(=O)NC(C)(C)CS(=O)(=O)O,2.1089654,1.316453207,2,3,2
548,C=CC(=O)NC(C)C,2.3277,2.479661671,2,1,2
549,C=CC(=O)NC(OC)C(=O)OC,3.335795,1.918113608,1,2,1
550,C=CC(=O)NCC(OC)OC,1.3854247,2.123082959,3,2,3
551,C=CC(=O)NCCO,1.3870895,1.517128005,2,2,2
552,C=CC(=O)NCNC(=O)C=C,1.9803435,2.596932448,2,1,2
553,C=CC(=O)NCO,1.7114899,2.412595876,2,1,2
554,C=CC(=O)NCOC,2.6727498,2.842,1,1,1
555,C=CC(=O)NCOCCCC,1.8638225,2.18365123,2,2,2
556,C=CC(=O)Nc1ccc(O)cc1,2.4397995,2.244173334,2,2,2
557,C=CC(=O)Nc1ccccc1,1.4574554,2.39846262,3,2,3
558,C=CC(=O)O,1.4961191,2.061832321,2,2,2
559,C=CC(=O)OC,2.9723694,2.321110886,1,1,1
560,C=CC(=O)OC(C)(C)C,2.744079,2.087843091,1,2,1
561,C=CC(=O)OC(C)COCC(C)OC(=O)C=C,1.8331972,1.757601868,2,2,2
562,C=CC(=O)OC1CC2CCC1(C)C2(C)C,1.8169439,1.622334966,2,2,2
563,C=CC(=O)OC1CCCCC1,2.253084,1.246,2,3,2
564,C=CC(=O)OCC,1.4841955,2.15047457,2,2,2
565,C=CC(=O)OCC(=O)OCC,1.6611028,2.866638975,2,1,2
566,C=CC(=O)OCC(C)(C)COC(=O)C=C,3.3175814,1.598,1,3,1
567,C=CC(=O)OCC(C)C,1.5509332,1.330943364,2,3,2
568,C=CC(=O)OCC(C)O,1.5880816,2.716480805,2,1,2
